session_id,scenario_id,old_direction,new_direction,reason
20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24,KB03,N/A,N/A,"DUPLICATE_REMOVED: same session_id found in both 'Kịch bản 3/20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24/events_20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24.csv' (tree=canonical, kept) and 'HARMONY_Experiments/V1/GPS_TO_VPS_NORMAL/trial_01/events_20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24.csv' (tree=HARMONY_Experiments, removed). Canonical Kich-ban copy preferred per spec Section 5. WARNING: content DIFFERS from kept copy (sha256 ae5a85834d93 vs 0eb7e13ba227) -- both copies already carry adjust_harmony_data.py-modified values, not pristine originals."
20260910_065724_954_V3_GPS_TO_VPS_NORMAL_DEV_6AD5,KB14,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260910_065833_404_V2_GPS_TO_VPS_NORMAL_DEV_5D53,KB14,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260910_070011_120_V1_GPS_TO_VPS_NORMAL_DEV_30D7,KB14,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_080215_923_V1_GPS_TO_VPS_NORMAL_DEV_F4E4,KB16,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_080545_351_V2_GPS_TO_VPS_NORMAL_DEV_5138,KB16,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_080953_034_V3_GPS_TO_VPS_NORMAL_DEV_E70A,KB16,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_084254_771_V4_GPS_TO_VPS_NORMAL_DEV_163C,KB16,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_084508_275_V5_GPS_TO_VPS_NORMAL_DEV_ECF7,KB16,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260913_081201_663_BQ_GPS_TO_VPS_NORMAL_DEV_3AEE,KB16,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260913_081407_019_BT_GPS_TO_VPS_NORMAL_DEV_0022,KB16,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260911_081410_344_V1_GPS_TO_VPS_NORMAL_DEV_2379,KB17,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260911_081832_961_V2_GPS_TO_VPS_NORMAL_DEV_B6BE,KB17,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260911_105639_912_V3_GPS_TO_VPS_NORMAL_DEV_BB31,KB17,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260911_105854_962_V4_GPS_TO_VPS_NORMAL_DEV_D4A8,KB17,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_042206_567_BQ_GPS_TO_VPS_NORMAL_DEV_EBAA,KB17,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_042445_835_V5_GPS_TO_VPS_NORMAL_DEV_8795,KB17,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_042648_942_BT_GPS_TO_VPS_NORMAL_DEV_7706,KB17,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4,KB18,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844,KB18,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA,KB18,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C,KB18,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78,KB18,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465,KB18,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50,KB18,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE,KB19,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260914_013304_624_V2_GPS_TO_VPS_NORMAL_DEV_4CC7,KB19,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194,KB19,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4,KB19,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512,KB19,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4,KB19,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16,KB19,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE,KB19,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260917_085315_835_BQ_GPS_TO_VPS_NORMAL_DEV_428F,KB02,VPS_TO_GPS,VPS_TO_GPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260917_090606_561_BT_GPS_TO_VPS_NORMAL_DEV_6228,KB02,VPS_TO_GPS,VPS_TO_GPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260917_082329_745_V1_GPS_TO_VPS_NORMAL_DEV_A000,KB02,VPS_TO_GPS,VPS_TO_GPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260917_082934_913_V2_GPS_TO_VPS_NORMAL_DEV_A61C,KB02,VPS_TO_GPS,VPS_TO_GPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260917_083639_189_V3_GPS_TO_VPS_NORMAL_DEV_DD2D,KB02,VPS_TO_GPS,VPS_TO_GPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260917_083855_966_V4_GPS_TO_VPS_NORMAL_DEV_4AA1,KB02,VPS_TO_GPS,VPS_TO_GPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260917_084301_102_V5_GPS_TO_VPS_NORMAL_DEV_416E,KB02,VPS_TO_GPS,VPS_TO_GPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680,KB22,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A,KB22,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251,KB22,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796,KB22,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16,KB22,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870,KB22,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8,KB22,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_101203_701_V1_GPS_TO_VPS_NORMAL_DEV_0951,KB24,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_101355_285_V2_GPS_TO_VPS_NORMAL_DEV_280D,KB24,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_102134_888_V3_GPS_TO_VPS_NORMAL_DEV_74A7,KB24,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_102449_585_V5_GPS_TO_VPS_NORMAL_DEV_9683,KB24,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_102736_027_V4_GPS_TO_VPS_NORMAL_DEV_C329,KB24,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_102831_991_BT_GPS_TO_VPS_NORMAL_DEV_AB40,KB24,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_103441_580_BQ_GPS_TO_VPS_NORMAL_DEV_1510,KB24,NONE,NONE,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_041512_690_V1_GPS_TO_VPS_NORMAL_DEV_858E,KB25,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_041925_984_V2_GPS_TO_VPS_NORMAL_DEV_3309,KB25,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_042149_473_V3_GPS_TO_VPS_NORMAL_DEV_DC42,KB25,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_042529_132_V4_GPS_TO_VPS_NORMAL_DEV_72A2,KB25,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_042934_425_V5_GPS_TO_VPS_NORMAL_DEV_5F97,KB25,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_043945_288_BQ_GPS_TO_VPS_NORMAL_DEV_3951,KB25,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260915_044338_595_BT_GPS_TO_VPS_NORMAL_DEV_FBA2,KB25,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1,KB03,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58,KB03,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415,KB03,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680,KB03,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D,KB03,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91,KB03,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_100806_809_V1_GPS_TO_VPS_NORMAL_DEV_ECFB,KB30,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_101227_816_V2_GPS_TO_VPS_NORMAL_DEV_E9C2,KB30,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_101528_381_V3_GPS_TO_VPS_NORMAL_DEV_7F59,KB30,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_101928_244_V4_GPS_TO_VPS_NORMAL_DEV_FB48,KB30,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_102314_139_V5_GPS_TO_VPS_NORMAL_DEV_D1F5,KB30,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_102732_818_BQ_GPS_TO_VPS_NORMAL_DEV_78D0,KB30,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_103114_765_BT_GPS_TO_VPS_NORMAL_DEV_F9B7,KB30,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_094231_050_V3_GPS_TO_VPS_NORMAL_DEV_15A4,KB05,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_095000_805_V2_GPS_TO_VPS_NORMAL_DEV_8903,KB05,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_095057_405_BQ_GPS_TO_VPS_NORMAL_DEV_104B,KB05,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_095408_236_BT_GPS_TO_VPS_NORMAL_DEV_FAAF,KB05,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_095520_181_V5_GPS_TO_VPS_NORMAL_DEV_0C4B,KB05,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_095714_923_V4_GPS_TO_VPS_NORMAL_DEV_F016,KB05,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_100055_923_V3_GPS_TO_VPS_NORMAL_DEV_5573,KB05,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_024803_367_BT_GPS_TO_VPS_NORMAL_DEV_2860,KB06,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_024916_056_V1_GPS_TO_VPS_NORMAL_DEV_CE35,KB06,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_025016_406_V2_GPS_TO_VPS_NORMAL_DEV_9635,KB06,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_025112_771_V3_GPS_TO_VPS_NORMAL_DEV_8BD4,KB06,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_025157_240_V4_GPS_TO_VPS_NORMAL_DEV_5697,KB06,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_025225_839_V5_GPS_TO_VPS_NORMAL_DEV_1134,KB06,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
20260912_025311_208_BQ_GPS_TO_VPS_NORMAL_DEV_FDB5,KB06,GPS_TO_VPS,GPS_TO_VPS,DIRECTION_CONFIRMED: prior value already matched spec map; no change needed.
